Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Colombia,COL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.025204301,1.10483719,1.144594525,1.21487878,1.204534237,1.233119025,1.229884004,1.256521787,1.314759377,1.348810715,1.330750688,1.38600702,1.405141444,1.470014838,1.555441861,1.495911423,1.551008898,1.565737325,1.620301053,1.687785485,1.646805478,1.613736132,1.629705873,1.716801068,1.663838205,1.608521297,1.598441533,1.609798001,1.638457767,1.630075115,1.721479376,1.682138525,1.792909166,1.815692713,1.881414241,1.629971842,1.625504899,1.712592119,1.710655678,1.440382611,1.451800973,1.38746691,1.350470265,1.371357543,1.294946722,1.411298243,1.435639169,1.425649332,1.471411679,1.546859072,1.629451505,,,
Comoros,COM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.057755611,0.056778183,0.055821954,0.054866462,0.053886848,0.070492118,0.086330698,0.084472067,0.082596415,0.080771993,0.126448276,0.123840682,0.121338964,0.118740868,0.115814324,0.126514684,0.149445004,0.143933231,0.100674342,0.072691111,0.152013087,0.147133624,0.1427284,0.138696219,0.13491347,0.151500545,0.137674144,0.15328225,0.158742568,0.154799892,0.186552484,0.182062988,0.177727875,0.173509531,0.169370855,0.173159188,0.138218567,0.134808742,0.146058376,0.156640027,0.159642408,0.162383574,0.16487479,0.173550503,0.175397898,0.183126281,0.196278827,0.191250379,0.192021759,0.187176943,0.203996305,,,
Cabo Verde,CPV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.103662243,0.101321667,0.082321248,0.064103349,0.124733725,0.106219921,0.088699859,0.072079758,0.112463964,0.136923387,0.13313921,0.129124265,0.175084749,0.206442404,0.213819935,0.246491023,0.234675985,0.260567361,0.684493537,0.825318651,0.40124208,0.108408446,0.118255227,0.115511707,0.259658575,0.254832823,0.174870424,0.237987634,0.214346046,0.233021094,0.250051142,0.254906268,0.278350543,0.270841467,0.282436124,0.284564568,0.340874288,0.342495246,0.36159293,0.396963848,0.422707978,0.463650036,0.535106939,0.54187592,0.557510183,0.612889141,0.639141802,0.644380035,0.635566624,0.641725377,0.729487839,,,
Costa Rica,CRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.368337176,0.355676162,0.384357915,0.405824994,0.44018507,0.535082289,0.608733231,0.521289333,0.600161931,0.646239801,0.686264685,0.819016049,0.922884013,1.046219686,0.952297242,0.993555794,0.991044834,1.209303498,1.31541948,1.22336297,1.049308324,0.932378733,0.840203273,0.824234037,0.762573027,0.839766013,0.940282521,0.968204875,1.005671692,0.990917288,0.960062705,1.057348607,1.172598813,1.193435874,1.552781064,1.399032027,1.33145246,1.363338637,1.417685508,1.43750244,1.393232827,1.435374168,1.545144656,1.588597136,1.63214357,1.640763357,1.693042197,1.920907881,1.907641145,1.699048816,1.664003675,,,
Caribbean small states,CSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.403926178,2.064345597,2.709277246,1.352513596,2.365773876,2.603552817,2.528539081,2.972836152,2.932069345,3.067748757,4.270129669,5.044769924,5.090842948,6.036507434,5.740973976,6.086660689,6.631937918,7.292026519,6.93753383,6.946911802,7.11205109,5.900310301,5.660600869,5.063500993,5.052361144,5.535524142,4.790218361,4.990613454,4.61266718,5.04917988,5.365895362,6.093514192,5.988262969,5.342593764,5.829751981,6.194139622,6.341469817,5.943175694,5.867933593,6.438795565,6.739446277,6.852094979,6.987874446,7.140751731,7.644526792,7.201951368,7.876454109,10.23024019,9.315188442,9.682068728,9.893750411,,,
Cuba,CUB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.918451562,1.671064209,1.901814465,1.711635499,1.835585164,1.837208542,1.872292074,1.905940609,1.906008975,2.015684569,2.1425414,2.210554341,2.304535317,2.440892368,2.459505051,2.867670845,2.852513014,3.052005005,3.160565866,3.243845793,3.192704588,3.3126868,3.479566116,3.092018391,3.251038881,3.226459688,3.296223471,3.300896079,3.427759461,3.402411371,3.14506783,2.773373486,2.913041413,2.711903405,2.959872313,2.347051636,2.455184241,2.231949768,2.209364188,2.276849872,2.337798032,2.277547019,2.327008038,2.266211782,2.218084612,2.303062731,2.425176133,2.365675828,2.694978513,2.648700405,3.400544489,,,
Curacao,CUW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.39837295,1.370670321,1.351142225,1.337019932,1.325581395,1.314179907,2.171878702,1.72200047,2.548887859,4.982901144,4.010279965,4.591881457,5.426161586,5.440148354,4.785540282,4.794247426,5.351228879,5.299132948,6.502216463,6.172201722,10.20879733,9.388568026,9.507115285,9.622522472,10.08558486,10.06217965,10.13883677,10.13695357,10.08713785,10.95041218,10.11727778,10.49273206,11.37489964,11.64655172,12.2009649,11.57805001,11.59093484,11.43490842,11.27052091,10.59294147,10.9081924,10.49721818,10.4907246,10.43571863,10.54381699,10.55837772,10.33556551,11.8975171,11.92024493,10.81013358,10.63587887,,,
Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.548907456,1.501421768,1.567877983,1.706874057,1.730108584,1.981919924,2.123850397,2.306975769,2.714294785,2.758794094,2.778849742,3.035850272,3.830496815,3.937739821,2.997151019,3.047579472,3.747721003,4.011215155,4.172170302,4.416493508,4.681349448,4.421643042,4.48493952,4.464387083,4.561958502,4.408573057,4.977944521,5.697846222,5.606477867,5.78090053,6.070122918,6.054400374,6.590579022,6.69972912,6.732450912,6.490424824,6.601260126,6.607518751,7.038876041,6.997282524,7.261794131,7.120566085,7.166516818,7.762794272,7.219783032,7.265914897,7.429747194,7.709325131,7.942807883,7.464781629,6.983907546,,,
Czech Republic,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.47346136,12.76013216,12.17816292,12.10893487,12.3924996,12.54002681,11.9331697,10.93767885,12.15484137,12.17690632,11.78721674,12.0049848,12.03369673,11.82385869,11.98993701,12.03518177,11.26802536,10.352562,10.66903291,,,
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.62264617,11.06332025,10.81424893,10.62839192,10.57946663,10.8602336,10.5111126,10.42527316,10.01775877,10.09563988,10.3662867,10.04711428,10.09771302,10.00889289,9.78184775,9.819062562,9.530207568,9.540351755,8.940512042,9.114841508,,,
Djibouti,DJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.482292314,0.497225957,0.506061571,0.655979806,0.783954863,1.05260823,1.134129865,0.669766592,0.861539666,0.562697232,0.872728867,0.952613742,1.063942329,0.942920865,0.947143477,0.883047038,0.79618029,0.712936094,0.654003924,1.078917258,0.969708863,0.801763007,0.904411917,0.88542686,0.877772815,0.881683627,0.851956667,0.813959367,0.699284697,0.726690876,0.677549989,0.652481517,0.658386998,0.668389157,0.657235908,0.646144045,0.645626292,0.639688791,0.586785385,0.623488728,0.557998691,0.524762447,0.536922011,0.539061165,0.598575824,0.609132291,0.619280954,0.610638671,0.647304037,0.646961484,0.646313828,,,
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.18330112,0.180240845,0.177481285,0.233121424,0.229470753,0.22552969,0.221220119,0.325079046,0.318675589,0.261137697,0.36114863,0.358675908,0.357820929,0.35778103,0.408516801,0.40693013,0.403810153,0.349661495,0.345761662,0.440492239,0.486901332,0.486494375,0.536624628,0.539625418,0.592925958,0.647351983,0.652803834,0.658730378,0.766695009,0.823559136,0.827205053,0.828127426,0.826622334,0.875486272,0.976195147,1.130410414,1.030837995,1.140171858,1.09548332,1.154101456,1.473557313,1.631883434,1.470876429,1.622612692,1.564308567,1.611479686,1.556231433,2.123695176,1.81065982,1.807777903,1.906487557,,,
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.502683093,6.881260155,7.945107361,8.6898313,9.146392939,9.316576004,10.44901166,10.14930055,10.96131479,12.14297486,12.59965647,11.49722715,11.94001898,11.78773785,10.90586639,10.99622697,11.82381802,12.08251954,11.9085499,12.24483071,11.75395074,10.06755094,10.44682393,9.769255677,9.898481479,11.68792424,11.43812813,11.33353033,10.69463864,9.504375565,9.676543915,11.87615287,10.5038454,11.01592348,11.72680987,10.53635562,13.03463261,10.79563863,10.57053451,9.570253029,8.850879164,9.150421654,9.164207093,10.33929467,9.362022513,8.69075357,10.11628626,9.201343675,8.548023608,8.057567722,8.346404977,,,
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.31446095,0.300880777,0.351130223,0.341814314,0.462971962,0.396838675,0.415729454,0.378542362,0.550342128,0.603796156,0.687372469,0.757569217,0.978064479,1.215248987,1.273522636,1.226656309,1.195219995,1.034195154,0.980188866,1.196450612,1.108462566,1.034522932,1.039318502,1.26809361,1.166479827,1.118026193,1.2272053,1.432380437,1.414295366,1.460289187,1.3210079,1.371084233,1.4861706,1.552997868,1.618105451,2.018743123,2.161291336,2.209128182,2.226188777,2.21278674,2.322080619,2.299559124,2.406154784,2.412915411,2.040322289,2.103252876,2.182961682,2.228800267,2.155776782,2.056047061,2.092908442,,,
Algeria,DZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.546257558,0.524643338,0.478616839,0.447181452,0.454132245,0.516552315,0.642420905,0.625449994,0.652489929,0.78926033,1.026151099,1.236483962,1.827602784,2.404228923,1.94853179,1.902825589,2.262715033,2.352344292,3.411230714,2.415774334,3.41559349,2.309940678,1.89101555,2.453010538,3.210003592,3.185752651,3.240410634,3.472379057,3.370763444,3.129694937,3.006721912,3.028919415,2.98751988,2.929035648,3.00320905,3.230136294,3.235587368,2.906365551,3.474320431,2.945320314,2.772147555,2.621860338,2.789232068,2.803740228,2.674522946,3.154443155,3.012793702,3.200797999,3.20834736,3.424272074,3.331511849,,,
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.390694576,0.354487778,0.327605329,0.365266961,0.423646405,0.436852454,0.450982139,0.469249203,0.548022253,0.613845769,0.71090851,0.681485587,0.72059458,0.802491804,0.903502483,1.062730725,1.139388239,1.023493026,1.388390096,1.578525136,1.699644425,2.057410639,2.318500566,2.292952307,2.43145146,2.16819089,1.662863864,1.605110358,1.789631979,2.049942722,1.662966597,1.591296282,2.104391438,2.232078452,1.23133309,2.015978278,2.067162141,1.548934686,1.845915625,1.731283117,1.670956006,1.834522989,1.894845227,1.997273981,2.118221025,2.170847617,2.117019692,2.155728916,2.044437372,2.065051126,2.175597851,,,
Egypt,EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.573407823,0.593632037,0.628420258,0.708801478,0.816927661,0.861547337,0.80650013,0.582183698,0.660814147,0.554636511,0.596733203,0.620342521,0.672315999,0.614325804,0.660790998,0.770578996,0.837014452,0.899551971,0.914154176,0.977169143,1.006850534,1.109542001,1.202840436,1.187628972,1.297789372,1.269954162,1.446595443,1.417486398,1.37993149,1.307459125,1.348032205,1.371652362,1.39221168,1.570729357,1.416405692,1.564915425,1.642381014,1.714934077,1.907531786,1.926226528,2.13688338,1.86672496,1.862198178,2.131040925,2.137823551,2.329524591,2.447103136,2.591713826,2.606860228,2.577287668,2.622791315,,,
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054472267,0.087160618,0.100295129,0.148313384,0.16094075,0.163283346,0.15452354,0.153774775,0.141315955,0.16233888,0.165055486,0.157888871,0.111429392,0.111209813,0.076989679,0.092369603,0.089420969,,,
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.606592711,1.74622172,1.935781533,1.879509312,2.037725257,2.225610193,2.407735709,2.647227559,2.93409754,2.897101868,3.457969859,3.763558021,4.203327913,4.462383496,4.925482397,5.11233151,5.521604916,5.379805252,5.437472164,5.476873749,5.742764043,5.492451569,5.532179658,5.373948129,5.197505001,5.237900974,4.942639092,4.941089809,5.140885817,5.843344438,5.633524953,5.800292246,5.991061834,5.598646853,5.943727195,6.13736011,5.912705437,6.370723003,6.584998661,7.072653748,7.312740021,7.307637297,7.591280782,7.611166445,7.908050681,8.097058048,7.88419571,7.920890716,7.165531607,6.216973378,5.78988435,,,
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.01156291,11.88114204,12.09032802,11.23097463,12.67757422,12.53744637,11.90979515,11.07308528,11.00623993,11.3546687,10.9218308,12.52349319,12.69514944,12.41844807,12.02777417,14.03880789,13.05085416,11.01608445,13.71743984,,,
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.015892219,0.015042521,0.017054827,0.017719891,0.016683909,0.025801694,0.032177785,0.040882929,0.064098575,0.060335377,0.058202254,0.063318415,0.046726504,0.056488847,0.054562186,0.037154235,0.03551284,0.031198788,0.040272326,0.053460773,0.051714996,0.051711672,0.039920956,0.048210489,0.042154111,0.044514226,0.05260848,0.059377238,0.059515675,0.06088591,0.062817817,0.060006132,0.057575257,0.05676655,0.053942147,0.037748091,0.063407832,0.070574784,0.080627733,0.079102494,0.088308985,0.063403821,0.064062617,0.068715182,0.070799012,0.066342512,0.06922699,0.073530817,0.07709377,0.078493947,0.07456497,,,
European Union,EUU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.733231405,5.89229824,6.177589485,6.54001101,6.754908111,6.925871302,7.078833565,7.18691521,7.552885463,7.965012349,8.447391718,8.612885649,8.899437119,9.299726326,9.114997884,8.897313339,9.434940101,9.360021196,9.625740332,9.996721059,9.679933604,9.104226704,8.878585188,8.730343159,8.652177498,8.852981227,8.807724809,8.950357954,8.805156714,9.027875464,8.607577753,8.703235559,8.43810542,8.246932698,8.13060405,8.259801296,8.496221434,8.264243592,8.259524628,7.996533501,8.018091385,8.174573016,8.088102184,8.238449707,8.222917106,8.144118396,8.134160244,8.004281567,7.806233261,7.192394971,7.332097497,,,
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.409846728,3.348877215,3.742567366,4.279630907,5.024189944,5.549837063,6.444050245,6.213386589,7.200890139,8.20434233,8.769643882,8.799132244,9.51830728,10.58429033,9.9520677,9.785017744,10.85124292,10.59729975,10.92339046,11.40345731,12.18667255,10.73140319,8.925664185,8.562246655,8.65558094,10.13132618,10.84333288,11.68994386,10.54993985,10.59243558,10.37716896,10.71998528,9.491886738,9.980945227,11.30007804,10.34239896,11.95863616,11.67199336,11.05828449,10.7295164,10.07321632,10.87587548,11.74433248,13.21467044,12.83267498,10.41643805,12.56994213,12.0977885,10.65096203,9.958628519,11.53084023,,,
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.494050328,0.414297363,0.547993719,0.55483164,0.944322592,0.743069388,0.677464526,0.729024351,0.793839086,0.849010809,1.000355408,1.0347046,1.067380727,1.13826702,1.186907706,1.08116311,0.823873829,1.281061953,1.167481751,1.351074835,1.252627287,1.661784179,1.256688301,1.043247809,0.832464299,0.814129722,0.842116764,0.660634651,0.7661708,0.870738795,1.122747786,0.917736317,0.970522879,1.0103494,1.068015474,1.120543537,1.14031915,0.929351732,0.87940286,0.995310197,1.066241851,1.368317172,1.024305441,1.054478332,1.383528593,1.658541686,1.642944956,1.439774381,1.277592845,0.993663187,1.499936669,,,
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.814213664,5.946047127,6.224327909,6.859141079,6.995439735,7.044729181,6.885409861,7.318818977,7.516001161,8.021546552,8.459515013,8.838569111,9.108717795,9.703387478,9.299417871,8.271214003,9.306474453,8.812408447,9.235708157,9.624003756,9.151054013,8.192025148,7.827300325,7.526346631,7.175495665,7.054623711,6.746798579,6.567044275,6.439155894,6.722161923,6.831599446,7.303431121,6.746684917,6.583282115,6.227604644,6.60538664,6.83033141,6.328599582,6.797258072,6.137805343,6.001530445,6.288363017,6.162136804,6.227112679,6.221524691,6.206003013,6.013737108,5.872005393,5.787745414,5.516347214,5.555374121,,,
Faeroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.712251211,3.273164411,3.338093477,3.507116737,3.366466366,3.731237797,3.786164547,4.527403511,4.861074288,5.572948328,6.652240392,6.678731755,5.962601626,6.368402507,7.495612723,8.595450171,8.054620003,9.820662533,9.528989653,11.31150513,9.804812834,10.10216029,10.39281261,10.92028839,11.02393952,11.27938482,10.56704157,10.5672755,11.04957208,12.04419499,12.97890945,12.50745326,14.09173465,15.55042626,13.97453429,16.38130116,14.48222797,14.20133745,14.65172031,14.57574037,15.30184337,16.80432799,15.97319428,16.09265546,16.31214382,15.59092296,15.50983527,15.61401703,14.49027237,13.45552419,14.3481979,,,
Micronesia,FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.709702689,0.745352748,1.088453547,1.26295262,1.642399925,1.371058953,1.373202516,1.376307764,1.104954896,0.971519407,0.942072562,0.947472679,0.952165258,0.990899352,,,
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.264646979,0.327565398,0.1727856,0.14219737,0.364432111,0.406754264,0.703767335,1.829860169,3.471800453,2.48387935,3.535267709,4.737189774,4.475970196,8.52373451,8.582834108,8.282479705,8.624182069,9.329644563,10.91837091,9.525723037,9.131483893,8.829867154,8.585988929,7.043579864,7.454187953,7.648970673,5.854900819,4.612351202,4.835178246,6.264810911,5.116818052,1.51952878,2.133037585,3.200171809,3.183631404,3.570352724,3.188413797,3.117594152,1.398868434,1.201974381,0.858756274,1.41971116,1.383700376,1.014415346,1.312048993,1.512559579,1.398898158,1.611324676,1.05595063,0.053104522,1.654156027,,,
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.15075916,11.15413892,11.14292839,11.25485346,11.26583889,11.45615951,11.31896078,10.78410455,10.99348823,11.34267041,11.7323973,11.82303629,11.56235418,11.74552694,10.98359286,10.73605364,10.65454202,10.76186851,10.76729499,11.46539104,10.28675704,9.955296648,9.740461658,9.687798405,9.381702909,9.900139784,10.03463939,10.06774667,10.02074396,10.19193063,9.975108977,10.17591931,10.03921808,9.677630894,9.595293468,9.577337711,9.822804943,9.355299884,9.323249943,9.126247046,9.231429414,9.314352568,8.960921633,9.065411741,9.010075569,8.975066138,8.910990716,8.628594939,8.457733875,7.633632216,7.864886501,,,
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.146690058,2.026478386,1.25134791,0.486454584,0.880982431,0.979139818,1.105665099,0.975944975,1.026657085,0.859400875,0.777669956,0.87166324,1.001179399,1.161964965,1.398262619,1.410513171,1.422867603,1.373389558,1.401642562,,,
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.219936788,0.195985455,0.202350848,0.23597608,0.219624383,0.221139651,0.182625215,0.185679435,0.21454633,0.201308174,0.305400882,0.260046498,0.266838087,0.264721849,0.305822754,0.279361746,0.242912175,0.294721636,0.286848053,0.251969233,0.23694207,0.274081743,0.264922446,0.307336776,0.209682333,0.261539558,0.232534627,0.24372322,0.249087158,0.234968214,0.268720111,0.268875008,0.264744037,0.29322602,0.310384645,0.323798339,0.335321764,0.364018681,0.356316021,0.356242081,0.334071375,0.358652797,0.375849622,0.375881442,0.352699146,0.325303402,0.42320961,0.425213043,0.369077919,0.314205501,0.370887966,,,
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.114828148,0.169582617,0.178894484,0.18588032,0.183834659,0.179791779,0.182188871,0.180705764,0.182909359,0.180044896,0.188176331,0.191451053,0.1942373,0.186277837,0.193855396,0.193875947,0.203216979,0.205803261,0.204765844,0.213035315,0.21453131,0.216504165,0.210276493,0.198907845,0.198772836,0.196122341,0.191379349,0.185296329,0.1854724,0.18172844,0.175427936,0.169154848,0.159547429,0.154673485,0.163486337,0.159553324,0.157194335,0.15425618,0.146988355,0.147943514,0.146325665,0.145932151,0.146343564,0.145810222,0.14308915,0.123301294,0.120499894,0.120445305,0.117674735,0.115964905,0.113624058,,,
Gambia,GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.049832984,0.058401639,0.066929144,0.075400314,0.074352684,0.073181744,0.080853639,0.079268966,0.086179141,0.109387334,0.106579056,0.119525938,0.139095288,0.127258809,0.123318536,0.190010939,0.18457744,0.206002649,0.245401777,0.250668626,0.260901003,0.252122997,0.248916233,0.239662522,0.24582761,0.235419865,0.210472764,0.223449077,0.217481555,0.203919668,0.207986161,0.208554376,0.202128072,0.207310348,0.201642903,0.203006157,0.197414981,0.191974878,0.202444467,0.215137666,0.223804444,0.222910718,0.241348408,0.233853003,0.231832831,0.224632783,0.227591269,0.258947591,0.260271334,0.267987732,0.281465989,,,
Guinea Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.028830611,0.045681754,0.062289599,0.073094851,0.08943139,0.100104949,0.099735423,0.07182407,0.0935121,0.087229045,0.102015327,0.104976583,0.09182332,0.148455528,0.134813875,0.146096369,0.12076985,0.128872249,0.128020947,0.136073522,0.179254045,0.171861499,0.168389658,0.164589347,0.181373034,0.189324601,0.196946814,0.204189675,0.222352744,0.232224854,0.248699362,0.246647263,0.244537617,0.255860306,0.250116446,0.247755704,0.245417923,0.22155761,0.141462618,0.156038795,0.115195647,0.11549624,0.115726127,0.142846433,0.1450146,0.149619244,0.148935848,0.155639184,0.149878702,0.15132326,0.150227779,,,
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.087269698,0.08624853,0.085298907,0.098352427,0.096958182,0.108882926,0.093182561,0.090881732,0.101613428,0.150691405,0.126054898,0.231672347,0.320154824,0.111809007,0.205708287,0.261668003,0.272786148,0.28279607,0.323454177,0.289801914,0.265978811,0.299400966,0.292452228,0.228924069,0.274564792,0.211035515,0.245766249,0.290398367,0.30230317,0.323837121,0.323687779,0.521934796,0.541390053,0.248377428,0.085777176,0.298785277,0.257113997,0.622464395,0.34669566,0.941999606,0.877511439,5.7893646,9.031184315,10.58398704,8.904935809,7.806030998,7.646503635,7.49890716,6.843320543,6.826347305,6.721220627,,,
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.128920482,1.169782628,1.20320119,1.445674897,1.553764446,1.991253557,2.165209851,2.249413986,2.553669959,2.903833843,2.748329714,3.149595925,3.552052128,4.17251217,4.041382514,4.29709731,4.670280089,5.049153465,5.09882429,5.37207897,5.333642555,5.213292152,5.326966418,5.640921404,5.765561878,6.100162266,5.93248835,6.346832663,6.773932665,7.352537262,7.160051756,6.59261778,7.281051655,7.22816307,7.425711182,7.446147379,7.507144389,7.847816045,8.104379744,7.961029646,8.391708638,8.566748436,8.52509501,8.684892676,8.782539955,8.886492618,8.726363103,8.777659636,8.704197989,8.411236258,7.668998511,,,
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.244844816,0.200909489,0.277730892,0.157122351,0.233899602,0.232630922,0.309197074,0.386154462,0.42515942,0.503485351,0.465995976,0.506169038,0.507478416,0.587478239,0.393661904,0.515624155,0.521364904,0.528579507,0.57637813,0.538223572,0.535605141,0.647772564,0.669656573,0.649493129,0.633268996,0.623970292,0.659097717,0.737968022,0.972252532,1.059925055,1.142533702,1.178549583,1.244956328,1.268316006,1.475609388,1.572830738,1.600738125,1.740578492,1.737537265,1.915901854,1.876441645,1.908226885,2.011302755,2.113462083,2.000409137,2.101514313,2.23727484,2.301034889,2.505070623,2.426008668,2.487241705,,,
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.882676923,8.70504451,7.543542857,9.066758242,8.387287234,8.793316327,9.597580247,9.977040573,12.50497696,9.065412027,8.219137931,9.94440678,11.46412008,11.37518367,11.26028283,10.20254032,4.426961771,14.62346154,7.974979675,11.53330645,11.24936255,10.35388235,10.03974757,6.968003839,10.78529412,9.581071429,6.100242991,4.338040665,9.970492701,8.554122966,10.02489209,9.910810811,8.753056058,9.101068841,9.117945946,9.068924731,9.249499106,9.363946429,9.47798574,9.674081996,9.461120996,9.566086957,9.522319772,9.366951467,10.24499657,10.69152542,11.04479163,10.89304217,11.3275458,9.896205813,11.14824708,,,
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.325019876,0.331067327,0.316413502,0.33906581,0.384158617,0.417341486,0.358069029,0.397071254,0.417324458,0.432700783,0.424551704,0.438845944,0.473817756,0.499807378,0.508533524,0.56891556,0.521294462,0.585840518,0.619141922,0.687007359,0.644242956,0.552872819,0.492905149,0.4214695,0.442532411,0.444954932,0.45628897,0.481181988,0.485818681,0.488751001,0.572096826,0.55537322,0.646150749,0.593564261,0.700971301,0.71769008,0.651217181,0.727108963,0.818731205,0.816049716,0.884988044,0.925775835,0.943106331,0.870631821,0.939594997,0.982191936,0.963917776,0.948832217,0.838275399,0.846695272,0.775252594,,,
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.178055885,1.279683528,1.146586328,1.014037213,1.040502153,1.683105375,1.794557544,1.958812449,1.920668176,1.930937269,2.192621973,2.054884966,2.122775501,2.437924385,2.089840642,2.438539306,2.320883003,2.490995333,2.672931525,1.964080597,2.303300053,2.321239148,1.820202541,1.628687728,1.851434259,1.887842548,1.40256169,1.772003536,1.915896035,1.641229465,1.572923261,1.551452523,1.455625664,1.458667926,1.838958777,2.034603426,2.092231808,2.183038421,2.242384675,2.271320539,2.162358238,2.133525133,2.105536823,2.077738943,2.150963288,1.884507002,1.686490272,2.03244389,2.009019786,1.990651107,2.164396038,,,
Hong Kong,HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.960982311,1.064878003,1.115011194,1.242378614,1.20538264,1.336178604,1.42340092,1.627238638,1.631620691,2.008171019,2.122025006,2.264397202,2.251635464,2.191589259,2.463731254,2.469816882,2.768511952,3.104833868,3.375132726,3.222395683,3.291036717,3.605876259,3.742575933,3.931746272,4.139887364,4.217970749,4.651619303,5.057252482,5.238943777,5.337148183,4.848835305,5.022999478,5.763015602,5.953204542,5.20758475,5.136456685,4.563023231,4.754617293,5.9955733,6.471437675,6.07131958,5.655360201,5.479212793,5.952582457,5.663078352,5.951097722,5.622615683,5.778084525,5.543874932,5.305811582,5.166229891,,,
